diploma;position;programming_skill;matplotlib;seaborn;plotly;geoplotlib;no_dataviz;scikitlearn;tensorflow;keras;pytorch;fastai;no_machine_learning;linear_regression;decision_trees_or_random_forests;gradient_boosting;dense_neural_networks;convolutional_neural_networks;no_machine_learning_algorithm;main_activity_data_analyze;main_activity_build_run_data_infrastructure;main_activity_build_prototype_for_machine_learning;main_activity_improvement_of_machine_learning_model
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;Geoplotlib;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Machine Learning Engineer;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;;
Doctoral degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);;;;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Doctoral degree;Machine Learning Engineer;Other;;;;;;;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;Dense Neural Networks (MLPs, etc);;;;;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Data Analyst;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;
Bachelor’s degree;Data Analyst;Javascript;Matplotlib;Seaborn;Plotly / Plotly Express;Geoplotlib;;;TensorFlow;;;;;Linear or Logistic Regression;;;;;;Analyze and understand data to influence product or business decisions;;;
Bachelor’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;Geoplotlib;;Scikit-learn;TensorFlow;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;Python;Matplotlib;;;;;Scikit-learn;;Keras;;;;;;;;;;;;;
Bachelor’s degree;Data Analyst;SQL;;;;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;Python;Matplotlib;;;;;Scikit-learn;TensorFlow;Keras;;;;;;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Professional degree;Data Analyst;SQL;Matplotlib;;;Geoplotlib;;;;;;;;;;;;;;Analyze and understand data to influence product or business decisions;;;
I prefer not to answer;Machine Learning Engineer;Bash;Matplotlib;;;;;Scikit-learn;;;;;;;Decision Trees or Random Forests;;;;;;;Build prototypes to explore applying machine learning to new areas;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;R;Matplotlib;Seaborn;;;;Scikit-learn;;;;;;Linear or Logistic Regression;;;;;;;;;
Professional degree;Data Analyst;R;;;;;None;;;;;;;;;;;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;
Master’s degree;Data Analyst;Python;Matplotlib;;;;;Scikit-learn;;;;;;;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Analyst;Java;;;;;;;;;;;;;;;;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Scientist;Python;;;;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);;;;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
I prefer not to answer;Machine Learning Engineer;Python;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;;PyTorch;;;;;;;Convolutional Neural Networks;;;;;
I prefer not to answer;Data Scientist;Python;Matplotlib;;;;;Scikit-learn;TensorFlow;Keras;;;;;;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;;;;
Bachelor’s degree;Data Scientist;SQL;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;
Some college/university study without earning a bachelor’s degree;Data Analyst;;;;;;;;;;;;;;;;;;;;;;
Master’s degree;Machine Learning Engineer;C;Matplotlib;Seaborn;;;;Scikit-learn;TensorFlow;Keras;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;;Experimentation and iteration to improve existing ML models
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;;;;;;Linear or Logistic Regression;;;;;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);;;Analyze and understand data to influence product or business decisions;;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Doctoral degree;Machine Learning Engineer;Python;;Seaborn;;Geoplotlib;;;;;PyTorch;Fast.ai;;;;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;PyTorch;;;Linear or Logistic Regression;;Gradient Boosting Machines (xgboost, lightgbm, etc);;Convolutional Neural Networks;;;;;
Some college/university study without earning a bachelor’s degree;Data Analyst;;;;;;;;;;;;;;;;;;;Analyze and understand data to influence product or business decisions;;;
Bachelor’s degree;Data Analyst;Python;Matplotlib;;;;;Scikit-learn;TensorFlow;;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Master’s degree;Machine Learning Engineer;SQL;;;Plotly / Plotly Express;Geoplotlib;;;;;;;None;Linear or Logistic Regression;;;Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;;;
Doctoral degree;Data Analyst;Python;Matplotlib;Seaborn;;;;;;;;;None;;;;;;None;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Analyst;SQL;Matplotlib;;;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;;;;;Analyze and understand data to influence product or business decisions;;;
Doctoral degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);;;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
Bachelor’s degree;Data Analyst;Python;Matplotlib;Seaborn;;;;;TensorFlow;;PyTorch;;;Linear or Logistic Regression;;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);;;;;;
Master’s degree;Machine Learning Engineer;Python;Matplotlib;;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;;PyTorch;;;Linear or Logistic Regression;;;;;;;;;
Master’s degree;Data Scientist;;;;;;;;;;;;;;;;;;;Analyze and understand data to influence product or business decisions;;;
Master’s degree;Data Scientist;Python;Matplotlib;Seaborn;;;;Scikit-learn;;;PyTorch;;;;;;;Convolutional Neural Networks;;;;Build prototypes to explore applying machine learning to new areas;
Bachelor’s degree;Data Analyst;MATLAB;Matplotlib;;;;;;;;;;;Linear or Logistic Regression;;;;;;;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;;
Doctoral degree;Data Scientist;Python;Matplotlib;Seaborn;Plotly / Plotly Express;;;Scikit-learn;TensorFlow;Keras;PyTorch;;;Linear or Logistic Regression;Decision Trees or Random Forests;Gradient Boosting Machines (xgboost, lightgbm, etc);Dense Neural Networks (MLPs, etc);Convolutional Neural Networks;;Analyze and understand data to influence product or business decisions;Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data;Build prototypes to explore applying machine learning to new areas;Experimentation and iteration to improve existing ML models
